a,b,p_calib
13,1,8.7706840764847246e-05
13,2,8.7340035002983233e-05
13,3,8.6429996059059786e-05
13,4,8.6612182399858337e-05
13,5,8.6291893290274925e-05
13,6,8.4308274430710883e-05
13,7,8.2619754587381542e-05
13,8,8.2003523905345248e-05
13,9,8.0613972069654312e-05
13,10,7.9017792132487363e-05
13,11,7.775861818127716e-05
13,12,7.6054321151397007e-05
13,13,7.4774945139952209e-05
13,14,7.2247198882927977e-05
13,15,7.1861352304187907e-05
13,16,7.0217519937587229e-05
13,17,6.9008768736655916e-05
13,18,6.8231528024381873e-05
13,19,6.5324004428417377e-05
13,20,6.4369145403605219e-05
13,21,6.2694389671304792e-05
13,22,6.0763449836401663e-05
13,23,5.7388946912880572e-05
13,24,5.7593156849997463e-05
13,25,5.4843486791457733e-05
13,26,5.3588184013382713e-05
13,27,5.2571915542821747e-05
13,28,5.0867351121747711e-05
13,29,4.9804754809799217e-05
13,30,4.7125163864693909e-05
13,31,4.5912594604822658e-05
13,32,4.587316000598541e-05
13,33,4.3156567542266355e-05
13,34,4.2152765879033708e-05
13,35,4.0547364575095248e-05
13,36,3.8590769895298564e-05
13,37,3.7501749487865602e-05
13,38,3.550136900466663e-05
13,39,3.50996923066187e-05
13,40,3.3205245218739247e-05
13,41,3.2144772213033788e-05
13,42,3.0150878609895268e-05
13,43,2.957237176707449e-05
13,44,2.8416573530343016e-05
13,45,2.714789745127064e-05
13,46,2.5744907467336277e-05
13,47,2.5124965228244851e-05
13,48,2.3568376232073245e-05
13,49,2.2936367363066726e-05
13,50,2.1474963990553714e-05
13,51,2.0322871580830579e-05
13,52,2.0050993510035552e-05
13,53,1.9109343440572184e-05
13,54,1.8057972021405945e-05
13,55,1.74451662234791e-05
13,56,1.6570939861207773e-05
13,57,1.6102745039753683e-05
13,58,1.5115185360350238e-05
13,59,1.4270077789752357e-05
13,60,1.3340437870688292e-05
13,61,1.3040064967091399e-05
13,62,1.2191684170603332e-05
13,63,1.0073273421232483e-05
13,64,1.2655221697234481e-05
13,65,1.0359732420190696e-05
13,66,1.0221410099275772e-05
13,67,9.2242855824651112e-06
13,68,8.6845629589065052e-06
13,69,8.6160492223874119e-06
13,70,8.0493085125871697e-06
13,71,7.4960963773036257e-06
13,72,6.9194207111448414e-06
13,73,6.4716767420561565e-06
13,74,6.5800707300402275e-06
13,75,6.1658726089745888e-06
13,76,5.461206186228486e-06
13,77,5.4754030120486964e-06
13,78,5.0332714210776781e-06
13,79,4.602805372976954e-06
13,80,4.4319994029971368e-06
13,81,4.1125680378306253e-06
13,82,3.9850135545553832e-06
13,83,3.2477540476434824e-06
13,84,3.5022054382969436e-06
13,85,3.1104400950316559e-06
13,86,3.281564229053157e-06
13,87,2.6972827087430397e-06
13,88,2.6436568206650952e-06
13,89,2.4315120427292803e-06
13,90,2.2108985389191666e-06
13,91,2.0253765808725383e-06
13,92,1.9532598412394493e-06
13,93,1.7806160268278583e-06
13,94,1.6982449845429183e-06
13,95,1.8553070003098383e-06
13,96,1.5799658465197986e-06
13,97,1.6844215632054306e-06
13,98,1.331815202175459e-06
13,99,1.2256114423709597e-06
13,100,1.3569777203172777e-06
13,101,1.1226093312841054e-06
13,102,1.0912795182293719e-06
13,103,1.0720658344252694e-06
13,104,7.8775520978079322e-07
13,105,7.5218360579501232e-07
13,106,8.6033172743560696e-07
13,107,7.0716499790054728e-07
13,108,6.3758931539579683e-07
13,109,5.0400057206456098e-07
13,110,4.7885510125979269e-07
13,111,5.0198885076209854e-07
13,112,6.0633650243226503e-07
13,113,4.4740906188617713e-07
13,114,3.8192234818388023e-07
13,115,3.9433287520845545e-07
13,116,3.3105177143200656e-07
13,117,3.6344585248438588e-07
13,118,3.2467429225825342e-07
13,119,2.7787521775691728e-07
13,120,2.9426137774812063e-07
13,121,2.8155366125220069e-07
13,122,2.5496054135965247e-07
13,123,2.3167371678670161e-07
13,124,2.2038790431649939e-07
13,125,1.457696954254698e-07
13,126,2.2788826767197736e-07
13,127,2.0592035310272011e-06
14,-127,1.9641599192185181e-06
14,-126,1.7224567880226431e-07
14,-125,1.4044093468585531e-07
14,-124,1.9807396054946349e-07
14,-123,1.4034663750019973e-07
14,-122,1.5854696551004648e-07
14,-121,2.0858985164206387e-07
14,-120,2.2737826425813193e-07
14,-119,2.2133142335700481e-07
14,-118,3.043902809779475e-07
14,-117,2.7847347625876585e-07
14,-116,3.0423869663031953e-07
14,-115,3.0341615033207361e-07
14,-114,3.6737165932529689e-07
14,-113,4.8522519506682682e-07
14,-112,4.4867132541354832e-07
14,-111,4.4892334498527548e-07
14,-110,5.2862600513962862e-07
14,-109,5.0689585037798406e-07
14,-108,4.8281537373213031e-07
14,-107,5.8966210648888891e-07
14,-106,6.2234760242298353e-07
14,-105,6.8296554086405577e-07
14,-104,7.4194718464107085e-07
14,-103,7.9275364204973346e-07
14,-102,7.885314890896356e-07
14,-101,8.5043424225007743e-07
14,-100,9.1315075446216582e-07
14,-99,1.0396173854613183e-06
14,-98,9.685251006789235e-07
14,-97,1.1907586447401747e-06
14,-96,1.3154052517714618e-06
14,-95,1.3483052847419886e-06
14,-94,1.5095023181620804e-06
14,-93,1.5032462621836488e-06
14,-92,1.7788413639153528e-06
14,-91,1.7219075583193423e-06
14,-90,2.0533171505388553e-06
14,-89,2.159972758708893e-06
14,-88,2.242780091315739e-06
14,-87,2.2241024636334597e-06
14,-86,2.4912320568929788e-06
14,-85,2.671260269103393e-06
14,-84,2.7193224825223927e-06
14,-83,2.8533157222169763e-06
14,-82,3.189188341384693e-06
14,-81,3.5969257531417496e-06
14,-80,3.5324353368441743e-06
14,-79,4.2867121489861678e-06
14,-78,4.2059700969177958e-06
14,-77,4.213002514633926e-06
14,-76,4.4733809116869303e-06
14,-75,5.0120859469519485e-06
14,-74,5.1788829098628405e-06
14,-73,5.259678644774243e-06
14,-72,5.7610991267673189e-06
14,-71,6.2238958243647526e-06
14,-70,6.502850696164077e-06
14,-69,6.7449030705016704e-06
14,-68,7.4229911248510677e-06
14,-67,7.5591597394872245e-06
14,-66,7.9633646282828165e-06
14,-65,8.9851050285557491e-06
14,-64,1.0328303330051698e-05
14,-63,8.3883085657100926e-06
14,-62,9.8613294596901059e-06
14,-61,1.0392831751849961e-05
14,-60,1.1365734651139324e-05
14,-59,1.1493791368838349e-05
14,-58,1.2166315498433304e-05
14,-57,1.2832499676849246e-05
14,-56,1.3420903459055302e-05
14,-55,1.4324223874615065e-05
14,-54,1.4783083915337651e-05
14,-53,1.5579950158934823e-05
14,-52,1.7312017381324559e-05
14,-51,1.6998226793284709e-05
14,-50,1.7486021180092665e-05
14,-49,1.8511694190025155e-05
14,-48,1.9495291428457303e-05
14,-47,2.0200402298327212e-05
14,-46,2.154292288983565e-05
14,-45,2.2518105846964128e-05
14,-44,2.3464205164524924e-05
14,-43,2.4794855940655335e-05
14,-42,2.6045957489804662e-05
14,-41,2.6317314147223038e-05
14,-40,2.7425111072592905e-05
14,-39,2.8282967394148527e-05
14,-38,2.9723272581452571e-05
14,-37,3.122305162818607e-05
14,-36,3.1944340862873576e-05
14,-35,3.2151077466879649e-05
14,-34,3.4059634182715145e-05
14,-33,3.4934604102270629e-05
14,-32,3.6462360570198798e-05
14,-31,3.7770218499710918e-05
14,-30,3.950094071588383e-05
14,-29,4.0546039986898227e-05
14,-28,4.1817843909100468e-05
14,-27,4.395590370034437e-05
14,-26,4.4196631668681305e-05
14,-25,4.6533263257244017e-05
14,-24,4.7118294633038282e-05
14,-23,4.7709873279225998e-05
14,-22,4.9739359593821658e-05
14,-21,5.0854400280774887e-05
14,-20,5.2678656023643231e-05
14,-19,5.3192953449708164e-05
14,-18,5.5470761103967796e-05
14,-17,5.7253323972318559e-05
14,-16,5.9099533280336514e-05
14,-15,5.9052892390827686e-05
14,-14,6.1272329038813535e-05
14,-13,6.1482133641342274e-05
14,-12,6.2930626190968634e-05
14,-11,6.4158052228644212e-05
14,-10,6.6000251392332141e-05
14,-9,6.7430809615769659e-05
14,-8,6.7613356480377502e-05
14,-7,6.8789282562493323e-05
14,-6,7.041582616239507e-05
14,-5,7.0612108215844225e-05
14,-4,7.2179154854913927e-05
14,-3,7.1484720361368763e-05
14,-2,7.236773567103526e-05
14,-1,7.2610174216992067e-05
14,0,7.3096235106917163e-05
14,1,7.205928090663386e-05
14,2,7.2358163784972469e-05
14,3,7.1514208726305804e-05
14,4,7.163962113359189e-05
14,5,7.1575177613320541e-05
14,6,6.9257461331429388e-05
14,7,6.8029261859349073e-05
14,8,6.6413598362849858e-05
14,9,6.5281723110958997e-05
14,10,6.5006589867584201e-05
14,11,6.4025088286865324e-05
14,12,6.3341102796089934e-05
14,13,6.2271569949693249e-05
14,14,6.010398505010815e-05
14,15,5.9899856604055785e-05
14,16,5.7942543241472756e-05
14,17,5.7181323096722398e-05
14,18,5.4796149774815904e-05
14,19,5.4121945899919534e-05
14,20,5.3172384499764335e-05
14,21,5.0816530740302343e-05
14,22,4.9009510831945095e-05
14,23,4.778872810718574e-05
14,24,4.6877368576970829e-05
14,25,4.5373667879869208e-05
14,26,4.5248951054228478e-05
14,27,4.3114177813096455e-05
14,28,4.1253017685665628e-05
14,29,3.9793442579371023e-05
14,30,3.9113696970966756e-05
14,31,3.7946688120570567e-05
14,32,3.7177539910376789e-05
14,33,3.5162289916550673e-05
14,34,3.4312031331625973e-05
14,35,3.2800429126632677e-05
14,36,3.1904691350312066e-05
14,37,3.1603296356805208e-05
14,38,2.9415600710000838e-05
14,39,2.7175132815628602e-05
14,40,2.7588380560330028e-05
14,41,2.6238806928349747e-05
14,42,2.5413194376738604e-05
14,43,2.4116781983334539e-05
14,44,2.3287358103260924e-05
14,45,2.2662792811825495e-05
14,46,2.1314538128934777e-05
14,47,2.0452291585458175e-05
14,48,1.9326078301833392e-05
14,49,1.8665956678796592e-05
14,50,1.7612073871700078e-05
14,51,1.654772414467009e-05
14,52,1.6286005220816383e-05
14,53,1.5529132460801584e-05
14,54,1.4932961639292229e-05
14,55,1.4521575584952673e-05
14,56,1.3115194640935768e-05
14,57,1.2973057353709155e-05
14,58,1.2042216128612295e-05
14,59,1.1145686819083177e-05
14,60,1.1100710623540561e-05
14,61,1.0588688434505259e-05
14,62,9.9451669996223781e-06
14,63,8.4946354767351038e-06
14,64,1.0028363891583139e-05
14,65,8.4931961331224298e-06
14,66,8.2857592180754601e-06
14,67,7.7730749170364331e-06
14,68,7.2537976889545019e-06
14,69,6.4500846101972199e-06
14,70,6.3381892951705276e-06
14,71,5.7155533373228962e-06
14,72,5.575737512592754e-06
14,73,5.1440980116281309e-06
14,74,5.0959859238614671e-06
14,75,4.7516040949677125e-06
14,76,4.6076061179446109e-06
14,77,4.4069735192862434e-06
14,78,4.197368073342615e-06
14,79,3.7154990671510911e-06
14,80,3.5315629381777166e-06
14,81,3.6814468465756579e-06
14,82,3.1931667213179318e-06
14,83,2.880426349588802e-06
14,84,2.9507922948456387e-06
14,85,2.5002421025930411e-06
14,86,2.2651762846277766e-06
14,87,2.3966216431513782e-06
14,88,1.9573196607034291e-06
14,89,2.186807900138701e-06
14,90,1.8698748771639889e-06
14,91,1.6976575646323646e-06
14,92,1.6504045570822044e-06
14,93,1.5504785446539553e-06
14,94,1.6516469325492365e-06
14,95,1.347877162808501e-06
14,96,1.1826044221709466e-06
14,97,1.1804781486172497e-06
14,98,1.0349935343372672e-06
14,99,1.066961781400538e-06
14,100,8.3747836516631005e-07
14,101,9.1357887637291267e-07
14,102,8.3805511557762754e-07
14,103,8.0048963629361962e-07
14,104,8.1830494359070024e-07
14,105,6.7378772751541803e-07
14,106,6.7494341957842307e-07
14,107,6.4115709684148372e-07
14,108,6.8756014899044807e-07
14,109,5.244410718610231e-07
14,110,5.1007731118138603e-07
14,111,4.0942316867096712e-07
14,112,4.0857378160808237e-07
14,113,3.3516854233967917e-07
14,114,3.7452847458107172e-07
14,115,3.8805408898889132e-07
14,116,3.1874779314437794e-07
14,117,2.7686115744424937e-07
14,118,2.3081738276056264e-07
14,119,1.711951619748e-07
14,120,1.7805584003762361e-07
14,121,1.9493512876298344e-07
14,122,2.2672921829696286e-07
14,123,1.8867220828039993e-07
14,124,1.8902325760238955e-07
14,125,1.3377171805787479e-07
14,126,1.5738266984007893e-07
14,127,1.7108402015330828e-06
15,-127,1.4873328959401576e-06
15,-126,1.1381393895121991e-07
15,-125,9.9030277007284212e-08
15,-124,1.5232253867868989e-07
15,-123,1.8698159049785309e-07
15,-122,1.3119449570103784e-07
15,-121,1.2441426740028793e-07
15,-120,1.7988349096670637e-07
15,-119,2.2083034650083754e-07
15,-118,2.5258128333595005e-07
15,-117,1.9935096927055944e-07
15,-116,2.0308619224241017e-07
15,-115,2.6186259575164151e-07
15,-114,2.9629652845541963e-07
15,-113,3.1583461907598639e-07
15,-112,3.7834909271979318e-07
15,-111,4.0122156430252692e-07
15,-110,4.667550359692405e-07
15,-109,4.4860894119388951e-07
15,-108,4.1593230145722402e-07
15,-107,5.3155779115849745e-07
15,-106,5.7524821136061611e-07
15,-105,6.0675690781270823e-07
15,-104,6.0655428374781925e-07
15,-103,7.3727308673737109e-07
15,-102,6.6826728793113458e-07
15,-101,9.2059981453113581e-07
15,-100,7.1088056512951902e-07
15,-99,7.9000238074646918e-07
15,-98,8.3715846463790263e-07
15,-97,9.4385233406950527e-07
15,-96,1.0938947901440576e-06
15,-95,1.0754198234735614e-06
15,-94,1.2850505250415192e-06
15,-93,1.2039157532090688e-06
15,-92,1.3849581713157579e-06
15,-91,1.5511181411471075e-06
15,-90,1.5829057881966715e-06
15,-89,1.7348725815286526e-06
15,-88,1.8550632670546888e-06
15,-87,1.7992071444473966e-06
15,-86,1.9562245210636167e-06
15,-85,2.1435352107928321e-06
15,-84,2.5165994785038925e-06
15,-83,2.6315411120331967e-06
15,-82,2.7385088644333794e-06
15,-81,2.6007094803937306e-06
15,-80,3.0003044020254215e-06
15,-79,3.2390007295681938e-06
15,-78,3.2936558928447515e-06
15,-77,3.7178423348115192e-06
15,-76,3.8208202249153186e-06
15,-75,4.161102335897464e-06
15,-74,4.360322148129828e-06
15,-73,4.6881685675730206e-06
15,-72,5.0556992874908634e-06
15,-71,5.0294622980390246e-06
15,-70,5.4235152932948083e-06
15,-69,5.5949359452715662e-06
15,-68,5.9847431009715948e-06
15,-67,6.2674994105713804e-06
15,-66,6.8141313743662776e-06
15,-65,6.9709147095640836e-06
15,-64,8.6864049131485949e-06
15,-63,6.9571734042373849e-06
15,-62,8.4756464779210727e-06
15,-61,8.9060044099087759e-06
15,-60,9.1128819401548365e-06
15,-59,9.7451608382329967e-06
15,-58,1.0352835085166433e-05
15,-57,1.0997089572671959e-05
15,-56,1.1356664260560408e-05
15,-55,1.1911959525210783e-05
15,-54,1.2035357629066136e-05
15,-53,1.2669898940661777e-05
15,-52,1.3477124783526387e-05
15,-51,1.3847183944197217e-05
15,-50,1.4516737073106516e-05
15,-49,1.5306567374538318e-05
15,-48,1.5720365181436701e-05
15,-47,1.7395162886638553e-05
15,-46,1.7758130808233462e-05
15,-45,1.8568948973407209e-05
15,-44,1.9020101728450199e-05
15,-43,2.0177985800522576e-05
15,-42,2.1347651466955716e-05
15,-41,2.2043411548989541e-05
15,-40,2.3236015944953544e-05
15,-39,2.3906641140698964e-05
15,-38,2.4531062186249351e-05
15,-37,2.550917799096911e-05
15,-36,2.706300812607378e-05
15,-35,2.6980877207437327e-05
15,-34,2.7733792483176155e-05
15,-33,2.9673349780474758e-05
15,-32,3.0364565936246626e-05
15,-31,3.1444561882301699e-05
15,-30,3.3068201738254936e-05
15,-29,3.332228900139911e-05
15,-28,3.4303206140805523e-05
15,-27,3.5791636421575531e-05
15,-26,3.7239696779159903e-05
15,-25,3.791123656271415e-05
15,-24,3.8763190081568319e-05
15,-23,4.0354797807266601e-05
15,-22,4.1750437436747766e-05
15,-21,4.2221237915091329e-05
15,-20,4.4428282333933931e-05
15,-19,4.3968540219571337e-05
15,-18,4.574625911939065e-05
15,-17,4.7190186369201281e-05
15,-16,4.8323723813755776e-05
15,-15,4.8240198184963936e-05
15,-14,5.0970653167098338e-05
15,-13,5.1144221317832635e-05
15,-12,5.2161222841511558e-05
15,-11,5.3563125797245473e-05
15,-10,5.4976587702986371e-05
15,-9,5.4542708344145032e-05
15,-8,5.6843312846625597e-05
15,-7,5.6163962868469246e-05
15,-6,5.7779951054643022e-05
15,-5,5.8856402790594769e-05
15,-4,5.8838442453337668e-05
15,-3,6.0005020384871951e-05
15,-2,5.9486619864043699e-05
15,-1,6.1640812090726303e-05
15,0,6.0895434070146498e-05
15,1,6.0053446430425006e-05
15,2,5.9953444577442324e-05
15,3,6.0556445022211567e-05
15,4,5.8940934866338275e-05
15,5,5.8394939912591968e-05
15,6,5.7109153236843921e-05
15,7,5.7261316430007975e-05
15,8,5.5725536036001569e-05
15,9,5.4703191594654558e-05
15,10,5.4467769072830721e-05
15,11,5.2816662203876495e-05
15,12,5.1478855341779322e-05
15,13,5.1365312749802964e-05
15,14,4.9454764513490334e-05
15,15,4.8804841236292142e-05
15,16,4.7945960459653022e-05
15,17,4.6250671611354149e-05
15,18,4.5394371799303319e-05
15,19,4.4514445133424405e-05
15,20,4.2932884777903491e-05
15,21,4.2022445838270651e-05
15,22,4.1035514937928922e-05
15,23,4.0515127898997682e-05
15,24,3.8779996998185916e-05
15,25,3.771000904081568e-05
15,26,3.7190393980770074e-05
15,27,3.5400966428373695e-05
15,28,3.4721568064991709e-05
15,29,3.2555857088096035e-05
15,30,3.2624069918370862e-05
15,31,3.1041271103869446e-05
15,32,3.0083822929691449e-05
15,33,2.9399374324027979e-05
15,34,2.8596388454561163e-05
15,35,2.6580034151959797e-05
15,36,2.5775738701054844e-05
15,37,2.5120865317028968e-05
15,38,2.4742608198398363e-05
15,39,2.2614792500742159e-05
15,40,2.260524262455109e-05
15,41,2.1920679058784796e-05
15,42,2.0139189484993717e-05
15,43,1.9969023844834041e-05
15,44,1.8387879128217871e-05
15,45,1.8119277148288108e-05
15,46,1.7729976945068238e-05
15,47,1.684434770200362e-05
15,48,1.6133669496624073e-05
15,49,1.5277939482660446e-05
15,50,1.4508784769634934e-05
15,51,1.4089429404440586e-05
15,52,1.3404733279984724e-05
15,53,1.2542305292211675e-05
15,54,1.1754526674349196e-05
15,55,1.1499579529513746e-05
15,56,1.1459056811202945e-05
15,57,1.059880851841249e-05
15,58,9.5826872039204309e-06
15,59,9.402699430166146e-06
15,60,8.9359358349621138e-06
15,61,8.4292643852817424e-06
15,62,7.999734912131492e-06
15,63,6.8122838495468548e-06
15,64,8.5955659919142064e-06
15,65,7.0605710147577361e-06
15,66,6.6051043897095894e-06
15,67,6.284900977359614e-06
15,68,5.8531424917484756e-06
15,69,5.7189078039311569e-06
15,70,5.1317185836081659e-06
15,71,5.0677923838132465e-06
15,72,4.7719632020616982e-06
15,73,4.8548276509942971e-06
15,74,3.8061407757692555e-06
15,75,3.8770324771910536e-06
15,76,3.6961071167009584e-06
15,77,3.5646863145424349e-06
15,78,3.318349401604087e-06
15,79,3.123624334876018e-06
15,80,3.1562256272115455e-06
15,81,2.87688532290289e-06
15,82,2.6402179302114645e-06
15,83,2.617353972371994e-06
15,84,2.5105054774957665e-06
15,85,2.1116971095894045e-06
15,86,2.2401122363979004e-06
15,87,1.9780721868596341e-06
15,88,1.8166868027373404e-06
15,89,1.6459513242606092e-06
15,90,1.6183743591857597e-06
15,91,1.5616476455216977e-06
15,92,1.3835983119119236e-06
15,93,1.1458447409951288e-06
15,94,1.2528330110130321e-06
15,95,1.0114064031087194e-06
15,96,1.0627372211532575e-06
15,97,9.0629943992217947e-07
15,98,9.6662256283460601e-07
15,99,6.8491424980165741e-07
15,100,8.0629054129192578e-07
15,101,6.9470396265792413e-07
15,102,7.5828720344373532e-07
15,103,6.2769788976516383e-07
15,104,5.6458399941393922e-07
15,105,5.8299656762101651e-07
15,106,5.2830821063019909e-07
15,107,4.8677778067330174e-07
15,108,5.2139845113351546e-07
15,109,3.4320646893427587e-07
15,110,4.32837763037899e-07
15,111,3.4083232256071307e-07
15,112,3.6343446104716867e-07
15,113,2.7508679651912943e-07
15,114,2.3708862229246673e-07
15,115,2.814028876337435e-07
15,116,2.2595440269868848e-07
15,117,2.2531212676083615e-07
15,118,2.7058805558046784e-07
15,119,2.0166837810482705e-07
15,120,2.1938347543274884e-07
15,121,1.4740127668332258e-07
15,122,1.8497893077160386e-07
15,123,1.254485177817113e-07
15,124,8.0707939931095912e-08
15,125,1.8212564124792085e-07
15,126,9.0712832851275086e-08
15,127,1.4030700932650851e-06
16,-127,1.2140850238263718e-06
16,-126,1.4024846039038462e-07
16,-125,1.3964726947473116e-07
16,-124,1.2400104559757105e-07
16,-123,1.0881859615944552e-07
16,-122,1.6625070112683222e-07
16,-121,1.3235134347198583e-07
16,-120,1.6168757506955568e-07
16,-119,1.8236504228577997e-07
16,-118,1.9400009290891387e-07
16,-117,2.3294750532409162e-07
16,-116,2.0426682294120308e-07
16,-115,1.9298001749314362e-07
16,-114,2.4240568393549418e-07
16,-113,2.4455081600464544e-07
16,-112,3.1516192980844084e-07
16,-111,2.943297767113524e-07
16,-110,3.3643049895076421e-07
16,-109,3.8501749366401613e-07
16,-108,4.2660977354410093e-07
16,-107,4.2941596259039611e-07
16,-106,4.0212751053438952e-07
16,-105,4.5550805676524522e-07
16,-104,5.37197167039714e-07
16,-103,5.8539917553770055e-07
16,-102,5.6085593089988104e-07
16,-101,7.6531010266032498e-07
16,-100,6.5043369413564289e-07
16,-99,5.6303647430355979e-07
16,-98,6.9684482507235664e-07
16,-97,7.4274744903571691e-07
16,-96,1.08828382172686e-06
16,-95,9.1232370829589864e-07
16,-94,1.0117643773853295e-06
16,-93,1.1150177847161255e-06
16,-92,1.1258702563256933e-06
16,-91,1.2326887209006571e-06
16,-90,1.2899840733767671e-06
16,-89,1.4212674167640555e-06
16,-88,1.5644751451459469e-06
16,-87,1.6626082706725074e-06
16,-86,1.559370185491731e-06
16,-85,1.7733882610905861e-06
16,-84,1.8883936956206724e-06
16,-83,2.0487009476587177e-06
16,-82,2.1879404597579062e-06
16,-81,2.3039316274010635e-06
16,-80,2.54339634157883e-06
16,-79,2.483583445205163e-06
16,-78,2.866060141831291e-06
16,-77,2.6276049326140952e-06
16,-76,3.0166214759572998e-06
16,-75,3.296152478572768e-06
16,-74,3.4166831957504076e-06
16,-73,3.9191454015736574e-06
16,-72,3.8793775751545464e-06
16,-71,4.2556146947117657e-06
16,-70,4.5583172803576089e-06
16,-69,4.6616595708418731e-06
16,-68,5.073038917690907e-06
16,-67,5.0726057935563826e-06
16,-66,5.7031915763240433e-06
16,-65,5.7932084506398214e-06
16,-64,7.1216961073219863e-06
16,-63,5.4597857373800874e-06
16,-62,6.6641009008773183e-06
16,-61,7.3529699689447688e-06
16,-60,7.4710652867653163e-06
16,-59,8.175442717491548e-06
16,-58,8.0873770957685353e-06
16,-57,8.7175522417291946e-06
16,-56,9.6187947347527945e-06
16,-55,1.0101597087099963e-05
16,-54,1.0164579231380094e-05
16,-53,1.0560745255712442e-05
16,-52,1.1766848417600142e-05
16,-51,1.1590555875265884e-05
16,-50,1.2552805317569284e-05
16,-49,1.2810894448295426e-05
16,-48,1.3312496237975456e-05
16,-47,1.4366362492179386e-05
16,-46,1.4158436723693869e-05
16,-45,1.5456580112958117e-05
16,-44,1.5723349824718948e-05
16,-43,1.6518689526768216e-05
16,-42,1.6828708212904183e-05
16,-41,1.8093462232415427e-05
16,-40,1.8334770458313262e-05
16,-39,1.9325267578161755e-05
16,-38,2.0847583812807141e-05
16,-37,2.1371939977569301e-05
16,-36,2.247992262187112e-05
16,-35,2.2487182663293294e-05
16,-34,2.3629769671029835e-05
16,-33,2.4929512452016102e-05
16,-32,2.5664677483478995e-05
16,-31,2.6500595064755521e-05
16,-30,2.7336284453786366e-05
16,-29,2.8273583955414526e-05
16,-28,2.93175065221595e-05
16,-27,2.9804744389309858e-05
16,-26,3.1023959963493229e-05
16,-25,3.143642163180378e-05
16,-24,3.2523212867691952e-05
16,-23,3.387266444535751e-05
16,-22,3.3997068222903875e-05
16,-21,3.5640083317500303e-05
16,-20,3.6246425973331978e-05
16,-19,3.6958587610046302e-05
16,-18,3.8007633542308395e-05
16,-17,3.9483310342713267e-05
16,-16,3.9897623014578859e-05
16,-15,4.0864274729575508e-05
16,-14,4.1804823219085458e-05
16,-13,4.2639576374212541e-05
16,-12,4.3922853026560816e-05
16,-11,4.3708511682502151e-05
16,-10,4.5332951439121721e-05
16,-9,4.6010827126524581e-05
16,-8,4.8036271100960107e-05
16,-7,4.8025701681005483e-05
16,-6,4.8583863127342933e-05
16,-5,4.8573808845369003e-05
16,-4,5.0731499534036754e-05
16,-3,4.9897763557504225e-05
16,-2,5.0575176130355563e-05
16,-1,5.0999724255615066e-05
16,0,5.0363187467098701e-05
16,1,5.1099062723027957e-05
16,2,4.9684857578129705e-05
16,3,5.0821059296442492e-05
16,4,4.9875695578218416e-05
16,5,4.8772153450974705e-05
16,6,4.7916951034899968e-05
16,7,4.6969215172486095e-05
16,8,4.5757758588470336e-05
16,9,4.5764442101130028e-05
16,10,4.5567203986995148e-05
16,11,4.4102495510561313e-05
16,12,4.4326466584585444e-05
16,13,4.3146460327393387e-05
16,14,4.2133170269667883e-05
16,15,4.0646097318771623e-05
16,16,3.9434342056729535e-05
16,17,4.0017306514782502e-05
16,18,3.8133258043822403e-05
16,19,3.6768953417061254e-05
16,20,3.6818889223670743e-05
16,21,3.463734139746563e-05
16,22,3.3569220996641407e-05
16,23,3.3456862748831055e-05
16,24,3.1817393682935993e-05
16,25,3.1366243838436107e-05
16,26,2.9811839902861409e-05
16,27,2.9436452876834525e-05
16,28,2.8209903955690473e-05
16,29,2.7590234838073675e-05
16,30,2.7165780663632589e-05
16,31,2.6058602376416587e-05
16,32,2.5355868561728559e-05
16,33,2.4465162201033465e-05
16,34,2.3161358799002537e-05
16,35,2.2571782223330229e-05
16,36,2.1751238285664375e-05
16,37,2.0955117464121097e-05
16,38,1.9882213575688416e-05
16,39,1.8715245288744533e-05
16,40,1.8547736828311388e-05
16,41,1.7976427635733057e-05
16,42,1.7119466984501642e-05
16,43,1.6501589798706632e-05
16,44,1.5797233263443166e-05
16,45,1.5215674383901559e-05
16,46,1.4884167202961131e-05
16,47,1.3667463925754468e-05
16,48,1.3433747024984995e-05
16,49,1.2619428214659346e-05
16,50,1.1988305693676418e-05
16,51,1.1440014083969844e-05
16,52,1.1192171638853018e-05
16,53,1.0609232783009446e-05
16,54,1.0024795989267393e-05
16,55,9.5813208699321346e-06
16,56,8.8046141223228523e-06
16,57,8.8806918079754567e-06
16,58,8.2421675234560549e-06
16,59,7.6871442204617138e-06
16,60,7.3602946755343151e-06
16,61,6.9291036237561637e-06
16,62,6.5927785991227484e-06
16,63,5.560804541755974e-06
16,64,6.80521330127455e-06
16,65,5.8446717990979424e-06
16,66,5.3849784566596463e-06
16,67,5.2170636793201476e-06
16,68,4.83581175376616e-06
16,69,4.6861255240886646e-06
16,70,4.593700341798465e-06
16,71,4.0142425882404883e-06
16,72,4.1198454392436153e-06
16,73,3.7388125086806691e-06
16,74,3.5125817950499633e-06
16,75,3.2736023531795247e-06
16,76,2.863647547895151e-06
16,77,2.9003957382110482e-06
16,78,2.7567971657560296e-06
16,79,2.4975205874685617e-06
16,80,2.3946053502573583e-06
16,81,2.3390551191430132e-06
16,82,2.2281808254812146e-06
16,83,2.1371801393219116e-06
16,84,1.8487926989870907e-06
16,85,1.5857007279043569e-06
16,86,1.5919832899019633e-06
16,87,1.5452485294603647e-06
16,88,1.6678246036315134e-06
16,89,1.3711486936564254e-06
16,90,1.4072119264438606e-06
