[initial-infeasible] random start violates zero-product safety: zero_violations=112, workload_zero_probability=0.0581408845877; using guard baseline as deployable best
[design] balanced_split quad4 entries=112
[device] cuda
[safety] max_zero_violations=0 max_workload_zero_violation_probability=0
[initial] score=449.5861203081 wNMSE=1.2694348 wMSE=96705.9915 wMRED=8.19565556 wER=0.433530 wMAE=141.4878 wBias=90.2113 condBias=171.4589 dotDrift=+18.566sigma uMRED=0.2546102824 uER=0.428711 uMAE=99.5625 WCE=992 bias=14.8125
[aligned-objective] schema=aligned_ai_metrics_v2 loss_mode=legacy_aligned guard_tolerance=0.1 constraint_weight=10
[quad_warmup_bit:00000] loss=12.744536 tau=1.50 collapse_w=0.000 mid_frac=0.482 hard=score=449.5861203081 wNMSE=1.2694348 wMSE=96705.9915 wMRED=8.19565556 wER=0.433530 wMAE=141.4878 wBias=90.2113 condBias=171.4589 dotDrift=+18.566sigma uMRED=0.2546102824 uER=0.428711 uMAE=99.5625 WCE=992 bias=14.8125
[quad_warmup_bit:00200] loss=6.422185 tau=1.50 collapse_w=0.000 mid_frac=0.455 hard=score=219.9581152828 wNMSE=1.1381941 wMSE=86708.0341 wMRED=8.77348685 wER=0.435199 wMAE=146.1556 wBias=62.4890 condBias=163.5644 dotDrift=+13.582sigma uMRED=0.2591908644 uER=0.425781 uMAE=93.6562 WCE=896 bias=-11.3125
[quad_warmup_bit:00400] loss=3.751515 tau=1.50 collapse_w=0.000 mid_frac=0.455 hard=score=6.6365398097 wNMSE=0.18724305 wMSE=14264.2420 wMRED=4.15063578 wER=0.394236 wMAE=64.6490 wBias=-9.7655 condBias=66.2998 dotDrift=-5.233sigma uMRED=0.1404295280 uER=0.422852 uMAE=59.1484 WCE=500 bias=-24.7500
[quad_warmup_bit:00600] loss=2.589136 tau=1.50 collapse_w=0.000 mid_frac=0.393 hard=score=58.3952922160 wNMSE=0.085075849 wMSE=6481.1085 wMRED=2.51587942 wER=0.361916 wMAE=37.0161 wBias=-32.7095 condBias=53.4156 dotDrift=-26.003sigma uMRED=0.0870453433 uER=0.421875 uMAE=37.1172 WCE=340 bias=-20.6250
[quad_warmup_bit:00800] loss=2.088118 tau=1.50 collapse_w=0.000 mid_frac=0.339 hard=score=52.6676193792 wNMSE=0.080560697 wMSE=6137.1426 wMRED=2.35747016 wER=0.361900 wMAE=35.1812 wBias=-31.0538 condBias=52.4344 dotDrift=-25.369sigma uMRED=0.0855529493 uER=0.421875 uMAE=38.0000 WCE=308 bias=-21.8750
[quad_warmup_bit:01000] loss=1.746219 tau=1.50 collapse_w=0.000 mid_frac=0.277 hard=score=3.3709702067 wNMSE=0.01945774 wMSE=1482.2976 wMRED=0.72440781 wER=0.347766 wMAE=17.9091 wBias=-7.7697 condBias=16.5469 dotDrift=-12.916sigma uMRED=0.0522969500 uER=0.416016 uMAE=31.4453 WCE=244 bias=-12.2500
[quad_warmup_bit:01200] loss=1.637977 tau=1.50 collapse_w=0.000 mid_frac=0.241 hard=score=2.9432176543 wNMSE=0.017683663 wMSE=1347.1477 wMRED=0.71269435 wER=0.335000 wMAE=17.3248 wBias=-7.2501 condBias=15.6551 dotDrift=-12.642sigma uMRED=0.0468575730 uER=0.401367 uMAE=27.1875 WCE=216 bias=-8.7500
[quad_warmup_bit:01400] loss=1.597274 tau=1.50 collapse_w=0.000 mid_frac=0.232 hard=score=3.0838548726 wNMSE=0.017886007 wMSE=1362.5623 wMRED=0.71434235 wER=0.335000 wMAE=17.4463 wBias=-7.4254 condBias=15.7537 dotDrift=-12.874sigma uMRED=0.0470764675 uER=0.401367 uMAE=27.3203 WCE=216 bias=-9.0000
[quad_warmup_bit:01600] loss=1.569636 tau=1.50 collapse_w=0.000 mid_frac=0.232 hard=score=2.6261783683 wNMSE=0.017748468 wMSE=1352.0846 wMRED=0.70829339 wER=0.347374 wMAE=17.3712 wBias=-6.8322 condBias=15.5150 dotDrift=-11.892sigma uMRED=0.0469143891 uER=0.407227 uMAE=27.2734 WCE=216 bias=-8.2500
[quad_warmup_bit:01800] loss=1.533944 tau=1.50 collapse_w=0.000 mid_frac=0.205 hard=score=2.4755449057 wNMSE=0.017785534 wMSE=1354.9083 wMRED=0.70728845 wER=0.347374 wMAE=17.3790 wBias=-6.6272 condBias=15.4171 dotDrift=-11.523sigma uMRED=0.0472179721 uER=0.407227 uMAE=27.8281 WCE=216 bias=-7.1250
[quad_warmup_bit:02000] loss=1.516227 tau=1.50 collapse_w=0.000 mid_frac=0.214 hard=score=1.1734510730 wNMSE=0.020989671 wMSE=1599.0006 wMRED=0.83594805 wER=0.345180 wMAE=19.0792 wBias=4.3299 condBias=21.5815 dotDrift=+6.930sigma uMRED=0.0505025619 uER=0.394531 uMAE=27.9922 WCE=216 bias=-2.6250
[quad_warmup_bit:02200] loss=0.935607 tau=1.50 collapse_w=0.000 mid_frac=0.223 hard=score=1.3442405906 wNMSE=0.020896184 wMSE=1591.8788 wMRED=0.84869578 wER=0.344480 wMAE=19.0206 wBias=4.6837 condBias=21.5212 dotDrift=+7.513sigma uMRED=0.0486251122 uER=0.381836 uMAE=26.0469 WCE=212 bias=-0.3750
[quad_warmup_bit:02400] loss=0.928143 tau=1.50 collapse_w=0.000 mid_frac=0.223 hard=score=1.3442405906 wNMSE=0.020896184 wMSE=1591.8788 wMRED=0.84869578 wER=0.344480 wMAE=19.0206 wBias=4.6837 condBias=21.5212 dotDrift=+7.513sigma uMRED=0.0486251122 uER=0.381836 uMAE=26.0469 WCE=212 bias=-0.3750
[quad_warmup_bit:02600] loss=0.921965 tau=1.50 collapse_w=0.000 mid_frac=0.250 hard=score=1.5893517539 wNMSE=0.020354076 wMSE=1550.5808 wMRED=0.84182858 wER=0.344480 wMAE=18.5763 wBias=5.1565 condBias=20.9429 dotDrift=+8.381sigma uMRED=0.0475954350 uER=0.381836 uMAE=25.3594 WCE=196 bias=0.3750
[quad_warmup_bit:02800] loss=0.915352 tau=1.50 collapse_w=0.000 mid_frac=0.250 hard=score=1.5336648955 wNMSE=0.020497359 wMSE=1561.4961 wMRED=0.83260915 wER=0.344585 wMAE=18.4448 wBias=5.0524 condBias=21.3378 dotDrift=+8.183sigma uMRED=0.0489525239 uER=0.382812 uMAE=26.1094 WCE=196 bias=-3.1250
[quad_warmup_bit:03000] loss=0.907330 tau=1.50 collapse_w=0.000 mid_frac=0.223 hard=score=1.2733157765 wNMSE=0.018210858 wMSE=1387.3096 wMRED=0.68439871 wER=0.334274 wMAE=16.5697 wBias=4.6006 condBias=19.7879 dotDrift=+7.905sigma uMRED=0.0457844075 uER=0.375000 uMAE=25.5156 WCE=196 bias=-2.6250
[quad_warmup_bit:03200] loss=0.899988 tau=1.50 collapse_w=0.000 mid_frac=0.205 hard=score=0.1001545108 wNMSE=0.014246794 wMSE=1085.3258 wMRED=0.37932973 wER=0.304334 wMAE=12.8610 wBias=-0.4798 condBias=15.0193 dotDrift=-0.932sigma uMRED=0.0387970115 uER=0.361328 uMAE=23.9609 WCE=196 bias=-4.1250
[quad_warmup_bit:03400] loss=0.893912 tau=1.50 collapse_w=0.000 mid_frac=0.214 hard=score=0.0973463299 wNMSE=0.014629485 wMSE=1114.4794 wMRED=0.35747041 wER=0.284535 wMAE=12.3824 wBias=0.3087 condBias=15.1766 dotDrift=+0.592sigma uMRED=0.0383082479 uER=0.345703 uMAE=23.9609 WCE=196 bias=-3.1250
