[design] quality quad4 entries=56
[device] cuda
[initial] score=3.1092682649 wNMSE=0.044988281 wMSE=3427.2233 wMRED=1.34550585 wER=0.249598 wMAE=23.2910 wBias=-7.5040 condBias=29.2483 dotDrift=-8.204sigma uMRED=0.0520965388 uER=0.250000 uMAE=25.2812 WCE=183 bias=12.0625
[quad_warmup_bit:00000] loss=0.134771 tau=1.50 collapse_w=0.000 mid_frac=0.446 hard=score=3.1092682649 wNMSE=0.044988281 wMSE=3427.2233 wMRED=1.34550585 wER=0.249598 wMAE=23.2910 wBias=-7.5040 condBias=29.2483 dotDrift=-8.204sigma uMRED=0.0520965388 uER=0.250000 uMAE=25.2812 WCE=183 bias=12.0625
[quad_warmup_bit:00075] loss=0.112560 tau=1.50 collapse_w=0.000 mid_frac=0.446 hard=score=2.7173106553 wNMSE=0.026755961 wMSE=2038.2786 wMRED=1.11513367 wER=0.249598 wMAE=18.1384 wBias=-7.0407 condBias=22.5564 dotDrift=-9.981sigma uMRED=0.0409626944 uER=0.250000 uMAE=19.9375 WCE=153 bias=8.8750 *BEST*
[quad_warmup_bit:00200] loss=0.092674 tau=1.50 collapse_w=0.000 mid_frac=0.446 hard=score=6.9171041646 wNMSE=0.024102266 wMSE=1836.1192 wMRED=0.93218378 wER=0.192386 wMAE=14.3120 wBias=-11.3000 condBias=22.6190 dotDrift=-16.878sigma uMRED=0.0309941713 uER=0.226562 uMAE=13.2812 WCE=160 bias=0.1250
[quad_warmup_bit:00275] loss=0.082276 tau=1.50 collapse_w=0.000 mid_frac=0.411 hard=score=0.0254782859 wNMSE=0.0017589433 wMSE=133.9969 wMRED=0.05628795 wER=0.161417 wMAE=2.5263 wBias=0.5256 condBias=5.7848 dotDrift=+2.906sigma uMRED=0.0099246399 uER=0.203125 uMAE=7.4062 WCE=130 bias=-3.2500 *BEST*
[quad_warmup_bit:00400] loss=0.067725 tau=1.50 collapse_w=0.000 mid_frac=0.393 hard=score=0.0375333790 wNMSE=0.001006487 wMSE=76.6745 wMRED=0.04249318 wER=0.156965 wMAE=1.6306 wBias=-0.7221 condBias=4.3772 dotDrift=-5.278sigma uMRED=0.0078171536 uER=0.199219 uMAE=6.1250 WCE=130 bias=-5.2500
[quad_warmup_bit:00450] loss=0.062958 tau=1.50 collapse_w=0.000 mid_frac=0.357 hard=score=0.0038285364 wNMSE=0.00020825681 wMSE=15.8651 wMRED=0.03037019 wER=0.103900 wMAE=1.0625 wBias=-0.1031 condBias=1.9903 dotDrift=-1.657sigma uMRED=0.0034042613 uER=0.148438 uMAE=2.3438 WCE=48 bias=-1.1250 *BEST*
[quad_warmup_bit:00575] loss=0.053189 tau=1.50 collapse_w=0.000 mid_frac=0.339 hard=score=0.0013005553 wNMSE=0.00014591106 wMSE=11.1156 wMRED=0.02933451 wER=0.101286 wMAE=0.9330 wBias=0.0414 condBias=1.6659 dotDrift=+0.796sigma uMRED=0.0023607970 uER=0.132812 uMAE=1.4375 WCE=16 bias=-0.1250 *BEST*
[quad_warmup_bit:00600] loss=0.051561 tau=1.50 collapse_w=0.000 mid_frac=0.321 hard=score=0.0013005553 wNMSE=0.00014591106 wMSE=11.1156 wMRED=0.02933451 wER=0.101286 wMAE=0.9330 wBias=0.0414 condBias=1.6659 dotDrift=+0.796sigma uMRED=0.0023607970 uER=0.132812 uMAE=1.4375 WCE=16 bias=-0.1250
[quad_warmup_bit:00800] loss=0.042377 tau=1.50 collapse_w=0.000 mid_frac=0.196 hard=score=0.0040231395 wNMSE=0.00013035136 wMSE=9.9302 wMRED=0.01921555 wER=0.082765 wMAE=0.7848 wBias=-0.2298 condBias=1.5746 dotDrift=-4.667sigma uMRED=0.0020465443 uER=0.117188 uMAE=1.3125 WCE=16 bias=-0.3750
[quad_warmup_bit:01000] loss=0.037580 tau=1.50 collapse_w=0.000 mid_frac=0.161 hard=score=0.0040231395 wNMSE=0.00013035136 wMSE=9.9302 wMRED=0.01921555 wER=0.082765 wMAE=0.7848 wBias=-0.2298 condBias=1.5746 dotDrift=-4.667sigma uMRED=0.0020465443 uER=0.117188 uMAE=1.3125 WCE=16 bias=-0.3750
[quad_warmup_bit:01200] loss=0.034772 tau=1.50 collapse_w=0.000 mid_frac=0.125 hard=score=0.0040231395 wNMSE=0.00013035136 wMSE=9.9302 wMRED=0.01921555 wER=0.082765 wMAE=0.7848 wBias=-0.2298 condBias=1.5746 dotDrift=-4.667sigma uMRED=0.0020465443 uER=0.117188 uMAE=1.3125 WCE=16 bias=-0.3750
