[initial-infeasible] random start violates zero-product safety: zero_violations=148, workload_zero_probability=0.0776177181068; using guard baseline as deployable best
[design] default_split quad4 entries=168
[device] cuda
[safety] max_zero_violations=0 max_workload_zero_violation_probability=0
[initial] score=6735.4496127026 wNMSE=11.215112 wMSE=854371.2040 wMRED=26.79288745 wER=0.579913 wMAE=469.6958 wBias=350.8093 condBias=577.7457 dotDrift=+24.290sigma uMRED=1.0626657300 uER=0.571533 uMAE=431.4238 WCE=2960 bias=114.8125
[aligned-objective] schema=aligned_ai_metrics_v2 loss_mode=legacy_aligned guard_tolerance=0.1 constraint_weight=10
[quad_warmup_bit:00000] loss=62.211941 tau=1.50 collapse_w=0.000 mid_frac=0.476 hard=score=6735.4496127026 wNMSE=11.215112 wMSE=854371.2040 wMRED=26.79288745 wER=0.579913 wMAE=469.6958 wBias=350.8093 condBias=577.7457 dotDrift=+24.290sigma uMRED=1.0626657300 uER=0.571533 uMAE=431.4238 WCE=2960 bias=114.8125
[quad_warmup_bit:00200] loss=16.050751 tau=1.50 collapse_w=0.000 mid_frac=0.458 hard=score=595.6487053668 wNMSE=2.8474648 wMSE=216920.8840 wMRED=10.46981446 wER=0.581808 wMAE=207.5758 wBias=-103.1008 condBias=269.5654 dotDrift=-14.167sigma uMRED=0.6192647586 uER=0.573730 uMAE=300.6538 WCE=3416 bias=-167.5625
[quad_warmup_bit:00400] loss=6.340686 tau=1.50 collapse_w=0.000 mid_frac=0.423 hard=score=703.4271941211 wNMSE=1.8699362 wMSE=142452.4040 wMRED=9.22002442 wER=0.525827 wMAE=178.4579 wBias=-113.1222 condBias=219.2457 dotDrift=-19.182sigma uMRED=0.5531691653 uER=0.568604 uMAE=287.8281 WCE=2388 bias=-117.6250
[quad_warmup_bit:00600] loss=4.772240 tau=1.50 collapse_w=0.000 mid_frac=0.417 hard=score=751.3186333375 wNMSE=1.0316588 wMSE=78592.1316 wMRED=9.01595811 wER=0.465263 wMAE=135.8132 wBias=-117.3857 condBias=187.4747 dotDrift=-26.798sigma uMRED=0.4297499457 uER=0.555176 uMAE=204.6309 WCE=1364 bias=-54.3750
[quad_warmup_bit:00800] loss=3.669610 tau=1.50 collapse_w=0.000 mid_frac=0.351 hard=score=5.8109020054 wNMSE=1.1084285 wMSE=84440.4746 wMRED=4.20102175 wER=0.455277 wMAE=115.1516 wBias=-3.7660 condBias=86.4643 dotDrift=-0.829sigma uMRED=0.3979631991 uER=0.548340 uMAE=203.0430 WCE=3408 bias=25.8750
[quad_warmup_bit:01000] loss=2.942202 tau=1.50 collapse_w=0.000 mid_frac=0.304 hard=score=16.8165002894 wNMSE=0.92756542 wMSE=70662.2639 wMRED=3.49150613 wER=0.456949 wMAE=95.4366 wBias=-15.5152 condBias=81.0808 dotDrift=-3.735sigma uMRED=0.3673183450 uER=0.550781 uMAE=193.8301 WCE=3408 bias=20.2500
[quad_warmup_bit:01200] loss=2.420026 tau=1.50 collapse_w=0.000 mid_frac=0.250 hard=score=14.4540641443 wNMSE=0.37468637 wMSE=28543.7409 wMRED=2.92981012 wER=0.451856 wMAE=78.4314 wBias=-14.8540 condBias=78.8142 dotDrift=-5.627sigma uMRED=0.2623650323 uER=0.523438 uMAE=152.0039 WCE=1280 bias=6.2500
[quad_warmup_bit:01400] loss=2.142738 tau=1.50 collapse_w=0.000 mid_frac=0.262 hard=score=15.8297103125 wNMSE=0.37928886 wMSE=28894.3605 wMRED=2.89109223 wER=0.431303 wMAE=78.0844 wBias=-15.7301 condBias=76.4055 dotDrift=-5.923sigma uMRED=0.2569510428 uER=0.487549 uMAE=150.6914 WCE=1280 bias=4.8750
[quad_warmup_bit:01600] loss=1.630189 tau=1.50 collapse_w=0.000 mid_frac=0.250 hard=score=6.3425262175 wNMSE=0.36002741 wMSE=27427.0163 wMRED=2.46349059 wER=0.433400 wMAE=72.9158 wBias=-8.6314 condBias=77.4122 dotDrift=-3.336sigma uMRED=0.2496762521 uER=0.488281 uMAE=148.4336 WCE=1280 bias=8.0000
[quad_warmup_bit:01800] loss=1.591375 tau=1.50 collapse_w=0.000 mid_frac=0.250 hard=score=13.0474158540 wNMSE=0.35269611 wMSE=26868.5156 wMRED=2.33149118 wER=0.403762 wMAE=69.5537 wBias=-14.1950 condBias=75.7069 dotDrift=-5.542sigma uMRED=0.2448373189 uER=0.479492 uMAE=147.1758 WCE=1280 bias=6.0000
[quad_warmup_bit:02000] loss=1.567480 tau=1.50 collapse_w=0.000 mid_frac=0.238 hard=score=9.4609513480 wNMSE=0.34282288 wMSE=26116.3693 wMRED=2.26498992 wER=0.383975 wMAE=67.3026 wBias=-11.7576 condBias=72.6858 dotDrift=-4.656sigma uMRED=0.2404161641 uER=0.465576 uMAE=144.7773 WCE=1280 bias=9.5000
